	shopname	address	phone	website	longitude	latitude
996	Kelly&#39s Coffee & Fudge Factory	6801 Hollywood Blvd, Los Angeles, CA 90028	(323) 464-6110	http://kellyscoffee.com	-118.3399805	34.1026077
997	Peet&#39s Coffee & Tea	1745 Garfield Ave, South Pasadena, CA 91030	(626) 403-0082	http://www.peets.com	-118.135431	34.1051886
998	Trimana	550 S Hill St, Los Angeles, CA 90013	(213) 627-1960	http://trimana.com	-118.2524604	34.0475472
999	Iota Brew Cafe	528 S Western Ave, Los Angeles, CA 90020	(213) 568-3700	http://iotabrewcafe.com	-118.3088701	34.0644791
1000	Cafe Los Feliz	2118 Hillhurst Ave, Los Angeles, CA 90027	(323) 664-7111	not found	-118.2872014	34.1105409
1001	Cafe Brentwood	148 S Barrington Ave, Los Angeles, CA 90049	(310) 476-3511	http://www.foodcowest.com	-118.4694524	34.0647183
1002	Starbucks Coffee	8783 W Pico Blvd, Los Angeles, CA 90035	(310) 860-9364	http://www.starbucks.com	-118.3835182	34.0549379
1003	Art&#39s Coffee Shop	1917 Zonal Ave, Los Angeles, CA 90033	(323) 227-9850	not found	-118.2077333	34.0608726
1004	Laurent&#39s Le Coffee Shop	12457 W Washington Blvd, Los Angeles, CA 90066	(310) 390-9313	not found	-118.4298999	33.9969382
1005	Starbucks Coffee	800 W Olympic Blvd, Los Angeles, CA 90015	(213) 748-1009	http://www.starbucks.com	-118.2653836	34.0448196
1006	Nespresso Usa	10250 Santa Monica Blvd, Los Angeles, CA 90067	(310) 556-7904	http://towerpizza.com	-118.4194176	34.0596101
1007	Lemon Moon	12200 W Olympic Blvd Ste 110, Los Angeles, CA 90064	(310) 442-9191	http://www.lemonmoon.com	-118.4557512	34.0316894
1008	Cafe Americano On Melrose	5770 Melrose Ave # 101, Los Angeles, CA 90038	(323) 464-5727	not found	-118.3256279	34.0831867
1009	Starbucks Coffee	401 W 5th St, Los Angeles, CA 90013	(213) 393-5383	http://www.starbucks.com	-118.2518496	34.0493363
1010	The Coffee Table Eagle Rock	1958 Colorado Blvd, Los Angeles, CA 90041	(323) 255-2200	http://www.coffeetablebistro.com	-118.2104686	34.138936
1011	Rockpaper Coffee	7509 W Sunset Blvd, Los Angeles, CA 90046	(323) 378-5805	http://www.rockpapercoffeela.com	-118.353263	34.0982854
1012	New Donut	1260 S Soto St, Los Angeles, CA 90023	(323) 268-8884	not found	-118.219174	34.0267697
1013	Peet&#39s Coffee & Tea	6571 W 80th St Vons #4021 Grocery, Los Angeles, CA 90045	(310) 641-9423	http://www.peets.com	-118.3875775	33.9516114
1014	Holly&#39s Coffee	3450 W 6th St Ste 111, Los Angeles, CA 90020	(213) 388-2114	not found	-118.2966711	34.0635651
1015	Winchell&#39s Donuts	3501 Slauson Ave, Maywood, CA 90270	(323) 582-6523	http://www.winchells.com	-118.2028005	33.9889176
1016	Maui Wowi Hawaiian Coffees Smoothies	5160 Wadena St, Los Angeles, CA 90032	(323) 343-9837	not found	-118.168648	34.092521
1017	Starbucks Coffee	3461 W 3rd St, Los Angeles, CA 90020	(213) 384-6552	http://www.starbucks.com	-118.2907969	34.0700059
1018	Edna&#39s Coffee & Grocery	420 S Glendale Ave Ste 7, Glendale, CA 91205	(818) 243-3565	not found	-118.2494609	34.141199
1019	Cafe Aroma	1015 Crocker St, Los Angeles, CA 90021	(213) 747-0003	http://www.cafearomala.com	-118.2513018	34.0340267
1020	Eurotal	380 World Way, Los Angeles, CA 90045	(310) 645-6125	not found	-118.4092011	33.9431128
1021	Blue Bottle Coffee - Echo Park	1712 W Sunset Blvd, Los Angeles, CA 90026	(213) 621-4194	https://bluebottlecoffee.com	-118.2589463	34.0773021
1022	El Torito Cafe	1462 Griffith Ave, Los Angeles, CA 90021	(213) 749-8084	not found	-118.2508739	34.0287286
1023	The LA Brew Techs	1048 San Julian Street, Los Angeles, CA 90015	(323) 229-0022	http://thelabrewtechs.com	-118.2527484	34.0363351
1024	Cyber Java At Hollywood	7080 Hollywood Blvd, Los Angeles, CA 90028	(323) 466-5600	http://www.cyberjava.com	-118.3444103	34.1010728
1025	Peet&#39s Coffee & Tea	2725 Hyperion Ave Gelson&#39s #22 Grocery, Los Angeles, CA 90027	(323) 660-0387	http://www.peets.com	-118.2935891	34.1220545
1026	Vanessa&#39s	695 E Green St, Pasadena, CA 91101	(626) 796-8256	http://www.vanessascoffee.com	-118.1364106	34.1445529
1027	I Love Boba	534 S Western Ave, Los Angeles, CA 90020	(213) 384-5030	not found	-118.3091021	34.0643545
1028	Panera Bread	8647 S Sepulveda Blvd, Los Angeles, CA 90045	(310) 641-9200	https://www.panerabread.com/en-us/home.html?utm_source=yext&utm_medium=referral&utm_campaign=yext	-118.3966364	33.9586673
1029	Cafe Mak	612 Shatto Pl, Los Angeles, CA 90005	(213) 252-9898	http://www.yelp.com/biz/cafe-mak-los-ang...	-118.28943	34.063172
1030	Peet&#39s Coffee & Tea	311 W Los Feliz Rd Vons #2254 Grocery, Glendale, CA 91204	(818) 246-7161	http://www.peets.com	-118.2614332	34.1377656
1031	Cafe Seoul Nanearang	3815 W 6th St, Los Angeles, CA 90020	(213) 388-8513	http://www.nandarangla.com	-118.3059072	34.0639051
1032	Peet&#39s Coffee & Tea	2400 W Commonwealth Ave, Alhambra, CA 91803	(626) 293-7100	http://www.peets.com	-118.1498238	34.0865228
1033	Yum-Yum Donuts	5921 Atlantic Blvd, Maywood, CA 90270	(323) 562-1986	http://www.yumyumdonuts.com	-118.186046	33.9865042
1034	Starbucks Coffee	5353 Wilshire Blvd, Los Angeles, CA 90036	(323) 939-2071	http://www.starbucks.com	-118.345317	34.062464
1035	World Of Nuts & Coffee	5022 Melrose Ave, Los Angeles, CA 90038	(323) 464-4555	not found	-118.3100158	34.0833527
1036	City Bean	700 S Flower St #300, Los Angeles, CA 90017	(213) 622-1101	http://www.citybean.com	-118.258582	34.0480519
1037	Park Central Coffee Shop	606 S Olive St, Los Angeles, CA 90014	(213) 683-0770	not found	-118.254126	34.0476812
1038	Mr Boba	3525 W 3rd St, Los Angeles, CA 90020	(213) 387-8070	not found	-118.2925028	34.0693318
1039	LaMill Coffee	700 World Way, Los Angeles, CA 90045	not found	not found	-118.4013612	33.9430214
1040	Barista Society Coffee Boutique	633 W 5th St, Los Angeles, CA 90071	(213) 444-3389	http://www.baristasociety.com	-118.2543221	34.0511203
1041	Bellissimo Cafe	2501 Colorado Blvd, Los Angeles, CA 90041	(323) 255-2233	http://www.bellissimocafe.com	-118.2211942	34.141796
1042	The Coffee Bean & Tea Leaf	574 Hilgard Ave, Los Angeles, CA 90024	(310) 909-5555	http://coffeebean.com	-118.438365	34.070214
1043	Ed&#39s Coffee Shop	460 N Robertson Blvd, West Hollywood, CA 90048	(310) 659-8625	not found	-118.384571	34.0797147
1044	Coffee Corner	6333 W 3rd St # 542, Los Angeles, CA 90036	(323) 938-0278	http://www.coffeecornerla.com	-118.3605725	34.0717892
1045	The Coffee Bean & Tea Leaf	10897 W Pico Blvd, Los Angeles, CA 90064	(310) 441-1705	http://coffeebean.com	-118.4295493	34.0399057
1046	Cafe Oaxaca	1211 E Century Blvd, Los Angeles, CA 90002	(323) 249-0292	http://oaxaca-cafe.com	-118.2532458	33.9456685
1047	Don Williams Catering Service	2238 S Figueroa St, Los Angeles, CA 90007	(213) 746-2604	not found	-118.2741404	34.0311193
1048	Starbucks Coffee	3584 S Figueroa St, Los Angeles, CA 90007	(213) 749-9302	http://www.starbucks.com	-118.2815048	34.0187437
1049	Courtyard Cafe	8939 S Sepulveda Blvd Ste 107, Los Angeles, CA 90045	(310) 410-0770	http://www.courtyardcafesa.com	-118.3968049	33.9548419
1050	Lady Effie&#39s Tea Parlor	453 E Adams Blvd, Los Angeles, CA 90011	(213) 749-2204	http://ladyeffiesteaparlor.com	-118.2636544	34.0229216
1051	Starbucks Coffee	5545 W Sunset Blvd, Los Angeles, CA 90028	(323) 962-4525	http://www.starbucks.com	-118.3110768	34.0983244
1052	Nature&#39s Harvest Market	5636 Hollywood Blvd, Los Angeles, CA 90028	(323) 465-6885	https://naturesharvestmarkethollywood.com	-118.3128086	34.1014834
1053	The Coffee Bean & Tea Leaf	11913 W Olympic Blvd, Los Angeles, CA 90064	(310) 914-9564	http://coffeebean.com	-118.451284	34.0328356
1054	Mocha Java Express	623 S Olive St, Los Angeles, CA 90014	(213) 622-7431	not found	-118.254577	34.0476555
1055	Nue Studio	5156 Melrose Ave, Los Angeles, CA 90038	(323) 366-2969	http://nuestudio.com/losangeles	-118.3128873	34.0833375
1056	Antojitos Bibi	2400 W 7th St # 109, Los Angeles, CA 90057	(213) 383-8595	not found	-118.2803144	34.0577596
1057	Yigaju Cafe	600 S New Hampshire Ave, Los Angeles, CA 90005	(213) 385-0521	not found	-118.292566	34.06344
1058	Nonna&#39s Empanadas	8570 W 3rd St, Los Angeles, CA 90048	(310) 385-0445	http://www.nonnasempanadas.com	-118.3792325	34.0734078
1059	Starbucks Coffee	6066 W Olympic Blvd, Los Angeles, CA 90036	(323) 634-7845	http://www.starbucks.com	-118.3635257	34.0581223
1060	Bon Appetit	1801 Century Park E, Los Angeles, CA 90067	(310) 277-7009	http://www.bonappetit.com	-118.4158259	34.0621553
1061	Arda&#39s Cafe	418 W 6th St, Los Angeles, CA 90014	(213) 689-4438	http://www.ardascafe.com	-118.2538714	34.0475711
1062	The Highland Cafe	5810 York Blvd, Los Angeles, CA 90042	(323) 259-1000	not found	-118.1918661	34.1183188
1063	Starbucks Coffee	1999 Avenue Of The Stars, Los Angeles, CA 90067	(310) 557-0785	http://www.starbucks.com	-118.416567	34.058739
1064	Caffe Latte	6254 Wilshire Blvd, Los Angeles, CA 90048	(323) 936-5213	not found	-118.3648348	34.0633355
1065	Zia Valentina	1010 S Robertson Blvd, Los Angeles, CA 90035	(310) 659-9090	not found	-118.383295	34.058926
1066	Marco&#39s Trattoria	8200 Santa Monica Blvd, West Hollywood, CA 90046	(323) 650-1060	http://www.marcoswesthollywood.com	-118.3671681	34.0905601
